"","team","Goals","Assists","Shots","Shots on Goal","Saves","Penalties Scored","Penalty Kicks","Crosses","Corner Kicks","Passes","Offside","Fouls Committed","Cautions/Yellow Cards","Red Cards","Ball Possession","date","Opponent","GoalsAllowed","GameID","home_away","win_flag","gameweek_points","goal_conversion_total_shots","goal_conversion_shots_on_goal","unassisted_goals","passes_per_goal","fouls_per_yellow_card","fouls_per_red_card","goal_difference","game_week","team_gameweek_id","opp_team_gameweek_id","cumu_points","cumu_goal_difference","cumu_goals","team_standing_rank","opp_standing_rank","standing_difference","close_standing_flag","against_top_6_flag","value_point","points_lag1","points_lag2","points_lag3","opponent_standing_lag1","opponent_standing_lag2","opponent_standing_lag3"
"78","NEW",1,1,16,8,3,0,0,20,5,247,0,15,3,0,0.4,"20170910","SWA",0,"SWAvNEW20170910","away",1,3,0.0625,0.125,0,247,5,Inf,1,4,"NEW-4","SWA-4",6,1,4,10,15,5,0,0,1.66666666666667,3,0,0,20,2,4
"79","WHU",2,1,19,3,2,0,0,36,10,238,0,11,1,0,0.44,"20170911","HUD",0,"WHUvHUD20170911","home",1,3,0.105263157894737,0.666666666666667,1,119,11,Inf,2,4,"WHU-4","HUD-4",3,-6,4,18,6,-12,0,1,-4,0,0,0,14,7,1
"80","HUD",0,0,10,2,1,0,0,19,3,355,1,14,2,0,0.56,"20170911","WHU",2,"WHUvHUD20170911","away",0,0,0,0,0,Inf,7,Inf,-2,4,"HUD-4","WHU-4",7,2,4,6,18,12,0,0,Inf,1,3,3,8,17,19
"81","BOU",2,2,15,3,0,0,0,21,6,575,1,5,0,0,0.63,"20170915","BHA",1,"BOUvBHA20170915","home",1,3,0.133333333333333,0.666666666666667,0,287.5,Inf,Inf,1,5,"BOU-5","BHA-5",3,-6,3,19,16,-3,1,0,-1,0,0,0,11,4,4
"82","BHA",1,1,9,2,1,0,0,16,4,298,1,12,0,0,0.37,"20170915","BOU",2,"BOUvBHA20170915","away",0,0,0.111111111111111,0.5,0,298,Inf,Inf,-1,5,"BHA-5","BOU-5",4,-3,4,16,19,3,1,0,Inf,3,1,0,9,7,9
"83","CRY",0,0,14,3,3,0,0,32,5,327,0,14,5,0,0.46,"20170916","SOU",1,"CRYvSOU20170916","home",0,0,0,0,0,Inf,2.8,Inf,-1,5,"CRY-5","SOU-5",0,-8,0,20,9,-11,0,0,-Inf,0,0,0,7,13,6
"84","SOU",1,0,13,4,3,0,0,26,5,417,1,13,1,0,0.54,"20170916","CRY",0,"CRYvSOU20170916","away",1,3,0.0769230769230769,0.25,1,417,13,Inf,1,5,"SOU-5","CRY-5",8,0,4,9,20,11,0,0,3.66666666666667,0,1,3,4,3,20
"85","LIV",1,1,35,9,2,0,0,47,12,615,1,7,1,0,0.75,"20170916","BUR",1,"LIVvBUR20170916","home",0,1,0.0285714285714286,0.111111111111111,0,615,7,Inf,0,5,"LIV-5","BUR-5",8,0,9,8,7,-1,1,0,-1,0,3,3,2,16,19
"86","BUR",1,0,5,4,8,0,0,8,2,173,5,9,2,0,0.25,"20170916","LIV",1,"LIVvBUR20170916","away",0,1,0.2,0.25,1,173,4.5,Inf,0,5,"BUR-5","LIV-5",8,1,6,7,8,1,1,0,1,3,1,0,20,9,3
"87","NEW",2,2,14,3,3,0,0,19,7,225,2,13,3,0,0.44,"20170916","STK",1,"NEWvSTK20170916","home",1,3,0.142857142857143,0.666666666666667,0,112.5,4.33333333333333,Inf,1,5,"NEW-5","STK-5",9,2,6,4,13,9,0,0,3,3,3,0,15,20,2
"88","STK",1,1,13,4,1,0,0,22,5,346,1,11,1,0,0.56,"20170916","NEW",2,"NEWvSTK20170916","away",0,0,0.0769230769230769,0.25,0,346,11,Inf,-1,5,"STK-5","NEW-5",5,-1,5,13,4,-9,0,1,-Inf,1,1,3,1,5,11
"89","WAT",0,0,6,1,4,0,0,12,3,237,2,8,2,0,0.37,"20170916","MCI",6,"WATvMCI20170916","home",0,0,0,0,0,Inf,4,Inf,-6,5,"WAT-5","MCI-5",8,-2,7,11,1,-10,0,1,-Inf,3,1,3,13,17,16
"90","MCI",6,5,29,10,1,1,1,30,11,602,0,7,0,0,0.63,"20170916","WAT",0,"WATvMCI20170916","away",1,3,0.206896551724138,0.6,1,100.333333333333,Inf,Inf,6,5,"MCI-5","WAT-5",13,14,16,1,11,10,0,0,3.33333333333333,3,3,1,8,18,8
"91","WBA",0,0,6,1,1,0,0,15,2,236,3,15,2,0,0.4,"20170916","WHU",0,"WBAvWHU20170916","home",0,1,0,0,0,Inf,7.5,Inf,0,5,"WBA-5","WHU-5",8,0,4,10,17,7,0,0,7,0,1,3,14,11,13
"92","WHU",0,0,9,1,1,0,0,32,3,451,2,7,2,0,0.6,"20170916","WBA",0,"WBAvWHU20170916","away",0,1,0,0,0,Inf,3.5,Inf,0,5,"WHU-5","WBA-5",4,-6,4,17,10,-7,0,0,-7,3,0,0,6,14,7
"93","HUD",1,1,15,3,0,0,0,43,8,415,3,6,1,0,0.57,"20170916","LEI",1,"HUDvLEI20170916","home",0,1,0.0666666666666667,0.333333333333333,0,415,6,Inf,0,5,"HUD-5","LEI-5",8,2,5,6,15,9,0,0,9,0,1,3,18,8,17
"94","LEI",1,0,10,1,2,1,1,14,4,263,1,6,1,0,0.43,"20170916","HUD",1,"HUDvLEI20170916","away",0,1,0.1,1,1,263,6,Inf,0,5,"LEI-5","HUD-5",4,-2,7,15,6,-9,0,1,-9,0,0,3,3,1,18
"95","TOT",0,0,26,8,0,0,0,53,11,686,0,11,1,0,0.67,"20170916","SWA",0,"TOTvSWA20170916","home",0,1,0,0,0,Inf,11,Inf,0,5,"TOT-5","SWA-5",8,4,7,5,14,9,0,0,9,3,1,0,16,10,12
"96","SWA",0,0,4,0,8,0,0,10,1,165,0,9,3,0,0.33,"20170916","TOT",0,"TOTvSWA20170916","away",0,1,0,NA,0,Inf,3,Inf,0,5,"SWA-5","TOT-5",5,-3,2,14,5,-9,0,1,-9,0,3,0,10,19,1
"97","CHE",0,0,13,4,2,0,0,19,5,426,4,11,2,1,0.54,"20170917","ARS",0,"CHEvARS20170917","home",0,1,0,0,0,Inf,5.5,11,0,5,"CHE-5","ARS-5",10,3,8,3,12,9,0,0,9,3,3,3,17,12,10
"98","ARS",0,0,11,2,4,0,0,11,1,426,2,15,3,0,0.46,"20170917","CHE",0,"CHEvARS20170917","away",0,1,0,0,0,Inf,5,Inf,0,5,"ARS-5","CHE-5",7,-1,7,12,3,-9,0,1,-9,3,0,0,19,2,14
"99","MUN",4,3,16,7,3,1,1,30,4,422,2,15,1,0,0.5,"20170917","EVE",0,"MUNvEVE20170917","home",1,3,0.25,0.571428571428571,1,105.5,15,Inf,4,5,"MUN-5","EVE-5",13,14,16,2,18,16,0,0,5.33333333333333,1,3,3,12,15,15
"100","EVE",0,0,7,3,3,0,0,13,1,440,3,14,1,0,0.5,"20170917","MUN",4,"MUNvEVE20170917","away",0,0,0,0,0,Inf,14,Inf,-4,5,"EVE-5","MUN-5",4,-8,2,18,2,-16,0,1,-Inf,0,0,1,5,6,5
"101","WHU",2,2,10,4,2,0,0,30,4,296,6,10,4,0,0.5,"20170923","TOT",3,"WHUvTOT20170923","home",0,0,0.2,0.5,0,148,2.5,Inf,-1,6,"WHU-6","TOT-6",4,-7,6,18,4,-14,0,1,-Inf,1,3,0,10,6,14
"102","TOT",3,1,15,5,2,0,0,18,3,332,5,20,2,1,0.5,"20170923","WHU",2,"WHUvTOT20170923","away",1,3,0.2,0.6,2,110.666666666667,10,20,1,6,"TOT-6","WHU-6",11,5,10,4,18,14,0,0,4.66666666666667,1,3,1,14,16,10
"103","EVE",2,1,12,4,3,0,0,27,4,372,3,12,3,0,0.48,"20170923","BOU",1,"EVEvBOU20170923","home",1,3,0.166666666666667,0.5,1,186,4,Inf,1,6,"EVE-6","BOU-6",7,-7,4,14,19,5,0,0,1.66666666666667,0,0,0,2,5,6
"104","BOU",1,1,8,4,1,0,0,23,6,354,1,11,1,0,0.52,"20170923","EVE",2,"EVEvBOU20170923","away",0,0,0.125,0.25,0,354,11,Inf,-1,6,"BOU-6","EVE-6",3,-7,4,19,14,-5,0,0,-Inf,3,0,0,16,11,4
"105","MCI",5,5,25,9,0,0,0,41,8,682,0,6,3,0,0.65,"20170923","CRY",0,"MCIvCRY20170923","home",1,3,0.2,0.555555555555556,0,136.4,2,Inf,5,6,"MCI-6","CRY-6",16,19,21,1,20,19,0,0,6.33333333333333,3,3,3,11,8,18
"106","CRY",0,0,5,0,4,0,0,12,2,224,1,7,1,0,0.35,"20170923","MCI",5,"MCIvCRY20170923","away",0,0,0,NA,0,Inf,7,Inf,-5,6,"CRY-6","MCI-6",0,-13,0,20,1,-19,0,1,-Inf,0,0,0,9,7,13
"107","SOU",0,0,14,4,3,0,0,31,8,472,3,11,1,0,0.6,"20170923","MUN",1,"SOUvMUN20170923","home",0,0,0,0,0,Inf,11,Inf,-1,6,"SOU-6","MUN-6",8,-1,4,11,2,-9,0,1,-Inf,3,0,1,20,4,3
"108","MUN",1,0,9,4,3,0,0,11,4,303,2,10,4,0,0.4,"20170923","SOU",0,"SOUvMUN20170923","away",1,3,0.111111111111111,0.25,1,303,2.5,Inf,1,6,"MUN-6","SOU-6",16,15,17,2,11,9,0,0,3,3,1,3,18,12,15
"109","BUR",0,0,5,3,2,0,0,14,3,358,5,9,3,0,0.5,"20170923","HUD",0,"BURvHUD20170923","home",0,1,0,0,0,Inf,3,Inf,0,6,"BUR-6","HUD-6",9,1,6,9,8,-1,1,0,-1,1,3,1,8,20,9
"110","HUD",0,0,9,2,3,0,0,18,4,350,4,13,2,0,0.5,"20170923","BUR",0,"BURvHUD20170923","away",0,1,0,0,0,Inf,6.5,Inf,0,6,"HUD-6","BUR-6",9,2,5,8,9,1,1,0,1,1,0,1,15,18,8
"111","STK",0,0,13,2,0,0,0,32,5,348,0,5,2,0,0.46,"20170923","CHE",4,"STKvCHE20170923","home",0,0,0,0,0,Inf,2.5,Inf,-4,6,"STK-6","CHE-6",5,-5,5,16,3,-13,0,1,-Inf,0,1,1,4,1,5
"112","CHE",4,3,7,4,2,0,0,5,0,466,1,14,2,0,0.54,"20170923","STK",0,"STKvCHE20170923","away",1,3,0.571428571428571,1,1,116.5,7,Inf,4,6,"CHE-6","STK-6",13,7,12,3,16,13,0,0,4.33333333333333,1,3,3,12,17,12
"113","SWA",1,0,10,3,2,0,0,32,5,361,0,9,1,0,0.5,"20170923","WAT",2,"SWAvWAT20170923","home",0,0,0.1,0.333333333333333,1,361,9,Inf,-1,6,"SWA-6","WAT-6",5,-4,3,15,6,-9,0,1,-Inf,1,0,3,5,10,19
"114","WAT",2,1,8,4,2,0,0,19,4,358,3,16,3,0,0.5,"20170923","SWA",1,"SWAvWAT20170923","away",1,3,0.25,0.5,1,179,5.33333333333333,Inf,1,6,"WAT-6","SWA-6",11,-1,9,6,15,9,0,0,3,0,3,1,1,13,17
"115","LEI",2,1,12,7,3,0,1,27,3,266,4,13,3,0,0.47,"20170923","LIV",3,"LEIvLIV20170923","home",0,0,0.166666666666667,0.285714285714286,1,133,4.33333333333333,Inf,-1,6,"LEI-6","LIV-6",4,-3,9,17,5,-12,0,1,-Inf,1,0,0,6,3,1
"116","LIV",3,2,23,6,5,0,0,18,6,365,1,14,3,0,0.53,"20170923","LEI",2,"LEIvLIV20170923","away",1,3,0.130434782608696,0.5,1,121.666666666667,4.66666666666667,Inf,1,6,"LIV-6","LEI-6",11,1,12,5,17,12,0,0,4,1,0,3,7,2,16
"117","BHA",1,1,7,3,5,0,0,30,2,354,1,6,2,0,0.5,"20170924","NEW",0,"BHAvNEW20170924","home",1,3,0.142857142857143,0.333333333333333,0,354,3,Inf,1,6,"BHA-6","NEW-6",7,-2,5,13,10,-3,1,0,-1,0,3,1,19,9,7
"118","NEW",0,0,17,5,2,0,0,27,8,396,0,8,1,0,0.5,"20170924","BHA",1,"BHAvNEW20170924","away",0,0,0,0,0,Inf,8,Inf,-1,6,"NEW-6","BHA-6",9,1,6,10,13,3,1,0,Inf,3,3,3,13,15,20
"119","ARS",2,0,16,6,2,1,1,22,7,558,0,8,1,0,0.65,"20170925","WBA",0,"ARSvWBA20170925","home",1,3,0.125,0.333333333333333,2,279,8,Inf,2,6,"ARS-6","WBA-6",10,1,9,7,12,5,0,0,1.66666666666667,1,3,0,3,19,2
"120","WBA",0,0,7,3,4,0,0,17,4,202,0,17,4,0,0.35,"20170925","ARS",2,"ARSvWBA20170925","away",0,0,0,0,0,Inf,4.25,Inf,-2,6,"WBA-6","ARS-6",8,-2,4,12,7,-5,0,0,-Inf,1,0,1,17,14,11
"121","HUD",0,0,6,1,3,0,0,23,4,295,4,7,1,0,0.43,"20170930","TOT",4,"HUDvTOT20170930","home",0,0,0,0,0,Inf,7,Inf,-4,7,"HUD-7","TOT-7",9,-2,5,11,3,-8,0,1,-Inf,1,1,0,9,15,18
"122","TOT",4,3,14,7,1,0,0,24,7,485,2,4,1,0,0.57,"20170930","HUD",0,"HUDvTOT20170930","away",1,3,0.285714285714286,0.571428571428571,1,121.25,4,Inf,4,7,"TOT-7","HUD-7",14,9,14,3,11,8,0,0,2.66666666666667,3,1,3,18,14,16
"123","MUN",4,4,18,7,1,0,0,24,6,507,2,6,0,0,0.56,"20170930","CRY",0,"MUNvCRY20170930","home",1,3,0.222222222222222,0.571428571428571,0,126.75,Inf,Inf,4,7,"MUN-7","CRY-7",19,19,21,2,20,18,0,0,6,3,3,1,11,18,12
"124","CRY",0,0,6,1,3,0,0,28,5,326,1,9,0,0,0.44,"20170930","MUN",4,"MUNvCRY20170930","away",0,0,0,0,0,Inf,Inf,Inf,-4,7,"CRY-7","MUN-7",0,-17,0,20,2,-18,0,1,-Inf,0,0,0,1,9,7
"125","WHU",1,1,9,4,1,0,0,28,2,321,1,15,3,0,0.47,"20170930","SWA",0,"WHUvSWA20170930","home",1,3,0.111111111111111,0.25,0,321,5,Inf,1,7,"WHU-7","SWA-7",7,-6,7,15,18,3,1,0,1,0,1,3,4,10,6
"126","SWA",0,0,6,1,3,0,0,20,1,455,0,13,2,0,0.53,"20170930","WHU",1,"WHUvSWA20170930","away",0,0,0,0,0,Inf,6.5,Inf,-1,7,"SWA-7","WHU-7",5,-5,3,18,15,-3,1,0,-Inf,0,1,0,6,5,10
"127","WBA",2,1,9,4,1,0,0,21,7,210,1,12,3,0,0.4,"20170930","WAT",2,"WBAvWAT20170930","home",0,1,0.222222222222222,0.5,1,105,4,Inf,0,7,"WBA-7","WAT-7",9,-2,6,10,8,-2,1,0,-2,0,1,0,7,17,14
"128","WAT",2,2,15,3,2,0,0,35,6,478,1,11,0,0,0.6,"20170930","WBA",2,"WBAvWAT20170930","away",0,1,0.133333333333333,0.666666666666667,0,239,Inf,Inf,0,7,"WAT-7","WBA-7",12,-1,11,8,10,2,1,0,2,3,0,3,15,1,13
"129","STK",2,2,17,6,2,0,1,17,5,184,1,11,1,0,0.33,"20170930","SOU",1,"STKvSOU20170930","home",1,3,0.117647058823529,0.333333333333333,0,92,11,Inf,1,7,"STK-7","SOU-7",8,-4,7,13,12,-1,1,0,-0.333333333333333,0,0,1,3,4,1
"130","SOU",1,1,21,3,4,0,0,26,6,558,3,10,2,0,0.67,"20170930","STK",2,"STKvSOU20170930","away",0,0,0.0476190476190476,0.333333333333333,0,558,5,Inf,-1,7,"SOU-7","STK-7",8,-2,5,12,13,1,1,0,Inf,0,3,0,2,20,4
"131","BOU",0,0,19,4,1,0,0,33,7,445,1,6,1,0,0.64,"20170930","LEI",0,"BOUvLEI20170930","home",0,1,0,0,0,Inf,6,Inf,0,7,"BOU-7","LEI-7",4,-7,4,19,17,-2,1,0,-2,0,3,0,14,16,11
"132","LEI",0,0,8,1,4,0,0,19,5,231,3,10,0,0,0.36,"20170930","BOU",0,"BOUvLEI20170930","away",0,1,0,0,0,Inf,Inf,Inf,0,7,"LEI-7","BOU-7",5,-3,9,17,19,2,1,0,2,0,1,0,5,6,3
"133","CHE",0,0,4,2,4,0,0,15,4,347,8,8,0,0,0.4,"20170930","MCI",1,"CHEvMCI20170930","home",0,0,0,0,0,Inf,Inf,Inf,-1,7,"CHE-7","MCI-7",13,6,12,4,1,-3,1,1,-Inf,3,1,3,16,12,17
"134","MCI",1,1,17,6,2,0,0,25,8,588,0,13,2,0,0.6,"20170930","CHE",0,"CHEvMCI20170930","away",1,3,0.0588235294117647,0.166666666666667,0,588,6.5,Inf,1,7,"MCI-7","CHE-7",19,20,22,1,4,3,1,1,1,3,3,3,20,11,8
"135","ARS",2,1,25,11,1,0,0,19,6,631,2,7,0,0,0.61,"20171001","BHA",0,"ARSvBHA20171001","home",1,3,0.08,0.181818181818182,1,315.5,Inf,Inf,2,7,"ARS-7","BHA-7",13,3,11,5,14,9,0,0,3,3,1,3,12,3,19
"136","BHA",0,0,9,1,6,0,0,22,5,290,3,8,2,0,0.39,"20171001","ARS",2,"ARSvBHA20171001","away",0,0,0,0,0,Inf,4,Inf,-2,7,"BHA-7","ARS-7",7,-4,5,14,5,-9,0,1,-Inf,3,0,3,10,19,9
"137","EVE",0,0,23,4,1,0,0,42,9,412,1,14,2,0,0.58,"20171001","BUR",1,"EVEvBUR20171001","home",0,0,0,0,0,Inf,7,Inf,-1,7,"EVE-7","BUR-7",7,-8,4,16,6,-10,0,1,-Inf,3,0,0,19,2,5
"138","BUR",1,1,5,2,4,0,0,20,3,194,1,7,2,0,0.42,"20171001","EVE",0,"EVEvBUR20171001","away",1,3,0.2,0.5,0,194,3.5,Inf,1,7,"BUR-7","EVE-7",12,2,7,6,16,10,0,0,3.33333333333333,1,1,3,8,8,20
"139","NEW",1,0,8,5,1,0,0,10,1,210,1,11,1,0,0.35,"20171001","LIV",1,"NEWvLIV20171001","home",0,1,0.125,0.2,1,210,11,Inf,0,7,"NEW-7","LIV-7",10,1,7,9,7,-2,1,0,-2,0,3,3,13,13,15
"140","LIV",1,0,17,2,4,0,0,30,5,553,2,6,1,0,0.65,"20171001","NEW",1,"NEWvLIV20171001","away",0,1,0.0588235294117647,0.5,1,553,6,Inf,0,7,"LIV-7","NEW-7",12,1,13,7,9,2,1,0,2,3,1,0,17,7,2
"141","LIV",0,0,19,5,1,0,0,34,7,540,3,7,0,0,0.59,"20171014","MUN",0,"LIVvMUN20171014","home",0,1,0,0,0,Inf,Inf,Inf,0,8,"LIV-8","MUN-8",13,1,13,8,2,-6,0,1,-6,1,3,1,9,17,7
"142","MUN",0,0,6,1,5,0,0,15,3,282,1,13,2,0,0.41,"20171014","LIV",0,"LIVvMUN20171014","away",0,1,0,0,0,Inf,6.5,Inf,0,8,"MUN-8","LIV-8",20,19,21,2,8,6,0,0,6,3,3,3,20,11,18
"143","MCI",7,7,20,11,0,0,0,32,5,834,2,5,0,0,0.72,"20171014","STK",2,"MCIvSTK20171014","home",1,3,0.35,0.636363636363636,0,119.142857142857,Inf,Inf,5,8,"MCI-8","STK-8",22,25,29,1,17,16,0,0,5.33333333333333,3,3,3,4,20,11
"144","STK",2,1,5,1,4,0,0,2,0,166,1,8,1,0,0.28,"20171014","MCI",7,"MCIvSTK20171014","away",0,0,0.4,2,1,83,8,Inf,-5,8,"STK-8","MCI-8",8,-9,9,17,1,-16,0,1,-Inf,3,0,0,12,3,4
"145","TOT",1,0,18,6,1,0,0,40,9,644,3,9,1,0,0.69,"20171014","BOU",0,"TOTvBOU20171014","home",1,3,0.0555555555555556,0.166666666666667,1,644,9,Inf,1,8,"TOT-8","BOU-8",17,10,15,3,19,16,0,0,5.33333333333333,3,3,1,11,18,14
"146","BOU",0,0,5,1,5,0,0,14,5,186,1,7,3,0,0.31,"20171014","TOT",1,"TOTvBOU20171014","away",0,0,0,0,0,Inf,2.33333333333333,Inf,-1,8,"BOU-8","TOT-8",4,-8,4,19,3,-16,0,1,-Inf,1,0,3,17,14,16
"147","CRY",2,2,14,5,4,0,0,16,5,349,1,7,2,0,0.47,"20171014","CHE",1,"CRYvCHE20171014","home",1,3,0.142857142857143,0.4,0,174.5,3.5,Inf,1,8,"CRY-8","CHE-8",3,-16,2,20,5,-15,0,1,-5,0,0,0,2,1,9
"148","CHE",1,1,15,5,4,0,0,24,8,480,6,6,1,0,0.53,"20171014","CRY",2,"CRYvCHE20171014","away",0,0,0.0666666666666667,0.2,0,480,6,Inf,-1,8,"CHE-8","CRY-8",13,5,13,5,20,15,0,0,Inf,0,3,1,1,16,12
"149","BUR",1,1,20,5,5,0,0,37,7,400,2,11,2,0,0.55,"20171014","WHU",1,"BURvWHU20171014","home",0,1,0.05,0.2,0,400,5.5,Inf,0,8,"BUR-8","WHU-8",13,2,8,7,15,8,0,0,8,3,1,1,16,8,8
"150","WHU",1,1,8,6,4,0,0,9,4,206,1,14,2,1,0.45,"20171014","BUR",1,"BURvWHU20171014","away",0,1,0.125,0.166666666666667,0,206,7,14,0,8,"WHU-8","BUR-8",8,-6,8,15,7,-8,0,0,-8,3,0,1,18,4,10
"151","SWA",2,2,7,3,2,0,0,20,5,298,1,12,1,0,0.41,"20171014","HUD",0,"SWAvHUD20171014","home",1,3,0.285714285714286,0.666666666666667,0,149,12,Inf,2,8,"SWA-8","HUD-8",8,-3,5,13,12,-1,1,0,-0.333333333333333,0,0,1,15,6,5
"152","HUD",0,0,7,2,1,0,0,23,3,463,0,16,5,0,0.59,"20171014","SWA",2,"SWAvHUD20171014","away",0,0,0,0,0,Inf,3.2,Inf,-2,8,"HUD-8","SWA-8",9,-4,5,12,13,1,1,0,Inf,0,1,1,3,9,15
"153","WAT",2,0,11,3,5,1,1,31,2,383,1,8,1,0,0.51,"20171014","ARS",1,"WATvARS20171014","home",1,3,0.181818181818182,0.666666666666667,2,191.5,8,Inf,1,8,"WAT-8","ARS-8",15,0,13,4,6,2,1,1,0.666666666666667,1,3,0,10,15,1
"154","ARS",1,1,9,6,1,0,0,18,5,460,0,10,0,0,0.49,"20171014","WAT",2,"WATvARS20171014","away",0,0,0.111111111111111,0.166666666666667,0,460,Inf,Inf,-1,8,"ARS-8","WAT-8",13,2,12,6,4,-2,1,1,-Inf,3,3,1,14,12,3
"155","BHA",1,1,12,3,5,0,0,30,7,298,5,12,4,0,0.49,"20171015","EVE",1,"BHAvEVE20171015","home",0,1,0.0833333333333333,0.333333333333333,0,298,3,Inf,0,8,"BHA-8","EVE-8",8,-4,6,14,16,2,1,0,2,0,3,0,5,10,19
"156","EVE",1,0,13,6,2,1,1,20,1,370,1,10,1,0,0.51,"20171015","BHA",1,"BHAvEVE20171015","away",0,1,0.0769230769230769,0.166666666666667,1,370,10,Inf,0,8,"EVE-8","BHA-8",8,-8,5,16,14,-2,1,0,-2,0,3,0,6,19,2
"157","SOU",2,1,12,2,2,1,1,24,3,509,1,11,1,0,0.6,"20171015","NEW",2,"SOUvNEW20171015","home",0,1,0.166666666666667,1,1,254.5,11,Inf,0,8,"SOU-8","NEW-8",9,-2,7,11,9,-2,1,0,-2,0,0,3,13,2,20
"158","NEW",2,0,19,5,0,0,0,29,8,264,0,12,2,0,0.4,"20171015","SOU",2,"SOUvNEW20171015","away",0,1,0.105263157894737,0.4,2,132,6,Inf,0,8,"NEW-8","SOU-8",11,1,9,9,11,2,1,0,2,1,0,3,7,13,13
"159","LEI",1,1,11,3,0,0,0,35,4,386,1,13,2,0,0.55,"20171016","WBA",1,"LEIvWBA20171016","home",0,1,0.0909090909090909,0.333333333333333,0,386,6.5,Inf,0,8,"LEI-8","WBA-8",6,-3,10,18,10,-8,0,0,-8,1,0,1,19,5,6
"160","WBA",1,0,5,1,2,0,0,14,1,276,1,6,2,0,0.45,"20171016","LEI",1,"LEIvWBA20171016","away",0,1,0.2,1,1,276,3,Inf,0,8,"WBA-8","LEI-8",10,-2,7,10,18,8,0,0,8,1,0,1,8,7,17
